name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Two Hands Bella's Garden Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,58.99,95,92.84273,2.15727,0,1,0,0,0,1
Dutschke Oscar Semmler Shiraz,2002,Syrah/Shiraz,Barossa Valley, Barossa, Australia,57.99,94,92.81964,1.18036,0,1,0,0,0,1
Torbreck Woodcutters Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,91,92.61878,-1.61878,0,1,0,0,0,1
Chateau Gloria,2001,Bordeaux Red Blends,St. Julien, Bordeaux, France,39.99,88,92.41692,-4.41692,1,0,0,0,1,0
Christine Vaselli Le Poggere,2001,Bordeaux Red Blends,Italy,34.99,94,90.11623,3.88377,1,0,0,1,0,0
Tait Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,36.99,94,92.70686,1.29314,0,1,0,0,0,1
Two Hands Angels' Share Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,29.99,95,92.68054,2.31946,0,1,0,0,0,1
Two Hands Max's Garden Shiraz,2004,Syrah/Shiraz,Australia,17.99,90,92.60643,-2.60643,0,1,0,0,0,1
Branson Coach House Coach House Block Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,73.79,98,92.93414,5.06586,0,1,0,0,0,1
d'Arenberg The Dead Arm Shiraz,2003,Syrah/Shiraz,McLaren Vale, Australia,84.99,95,93.00331,1.99669,0,1,0,0,0,1
Chateau Batailley Pauillac,2006,Bordeaux Red Blends,Pauillac, Bordeaux, France,49.99,91,92.56325,-1.56325,1,0,0,0,1,0
Chateau d'Armailhac,2002,Bordeaux Red Blends,Pauillac, Bordeaux, France,44.99,89,92.46471,-3.46471,1,0,0,0,1,0
Marquis Philips Shiraz,2004,Syrah/Shiraz,Australia,16.79,90,92.59901,-2.59901,0,1,0,0,0,1
Guigal Chateau D'Ampuis Cote Rotie,2001,Syrah/Shiraz,Cote Rotie, Rhone, France,149.99,95,93.92497,1.07503,0,1,0,0,1,0
Marquis Philips S9 Shiraz,2004,Syrah/Shiraz,Australia,44.99,91,92.77318,-1.77318,0,1,0,0,0,1
Woop Woop Shiraz,2004,Syrah/Shiraz,Australia,13.99,89,92.58173,-3.58173,0,1,0,0,0,1
Chateau Pichon Longueville Comtesse de Lalande,1986,Bordeaux Red Blends,Pauillac, Bordeaux, France,299.99,94,93.76898,0.23102,1,0,0,0,1,0
Elderton Command Shiraz,2001,Syrah/Shiraz,Australia,69.99,95,92.87685,2.12315,0,1,0,0,0,1
Gibson Old Vine Shiraz,2002,Syrah/Shiraz,Australia,69.99,96,92.89375,3.10625,0,1,0,0,0,1
Chris Ringland Shiraz,1999,Syrah/Shiraz,Barossa Valley, Barossa, Australia,999.97,98,98.58650,-0.58650,0,1,0,0,0,1
Chateau Lafite Rothschild,2002,Bordeaux Red Blends,Pauillac, Bordeaux, France,829.97,94,97.31270,-3.31270,1,0,0,0,1,0
Yalumba Hand Picked Barossa Shiraz/Viognier,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,33.99,91,92.68834,-1.68834,0,1,0,0,0,1
RockBare Reserve Shiraz,2001,Syrah/Shiraz,Barossa Valley, Barossa, Australia,33.99,91,92.65451,-1.65451,0,1,0,0,0,1
Paracombe The Reuben,2001,Bordeaux Red Blends,Australia,27.99,89,91.78876,-2.78876,1,0,0,0,0,1
Chateau Gruaud Larose,2002,Bordeaux Red Blends,St. Julien, Bordeaux, France,74.99,90,92.64999,-2.64999,1,0,0,0,1,0
Delas Hermitage Les Bessards,2001,Syrah/Shiraz,Hermitage, Rhone, France,42.99,93,93.26414,-0.26414,0,1,0,0,1,0
Louis Jadot Clos Vougeot,2003,Pinot Noir,Burgundy, France,119.99,95,91.19243,3.80757,0,0,1,0,1,0
Two Hands Ares Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,189.97,98,93.65166,4.34834,0,1,0,0,0,1
Chateau Duhart-Milon,2004,Bordeaux Red Blends,Pauillac, Bordeaux, France,56.99,91,92.57265,-1.57265,1,0,0,0,1,0
Jasper Hill Georgia's Paddock Shiraz,2003,Syrah/Shiraz,Australia,69.99,94,92.91067,1.08933,0,1,0,0,0,1
Chateau L'Evangile,2002,Bordeaux Red Blends,Pomerol, Bordeaux, France,145.00,93,93.08237,-0.08237,1,0,0,0,1,0
Chateau Hosanna,2001,Bordeaux Red Blends,Pomerol, Bordeaux, France,119.00,93,92.90488,0.09512,1,0,0,0,1,0
Yalumba The Octavius Old Vine Shiraz,2001,Syrah/Shiraz,Barossa Valley, Barossa, Australia,85.00,98,92.96954,5.03046,0,1,0,0,0,1
Avignonesi Desiderio,2001,Bordeaux Red Blends,Tuscany, Italy,49.99,94,90.20886,3.79114,1,0,0,1,0,0
Vasse Felix Heytesbury Red Blend,2002,Bordeaux Red Blends,Margaret River, Australia,34.99,91,91.84889,-0.84889,1,0,0,0,0,1
Jim Barry McRae Wood Shiraz,2002,Syrah/Shiraz,Clare Valley, Australia,38.99,91,92.70230,-1.70230,0,1,0,0,0,1
Jim Barry The Armagh Shiraz,2002,Syrah/Shiraz,Clare Valley, Australia,133.00,98,93.28290,4.71710,0,1,0,0,0,1
Barossa Valley Estate E & E Black Pepper Shiraz,2002,Syrah/Shiraz,Barossa Valley, Barossa, Australia,89.00,92,93.01115,-1.01115,0,1,0,0,0,1
Chateau Palmer,2002,Bordeaux Red Blends,Margaux, Bordeaux, France,189.97,94,93.36009,0.63991,1,0,0,0,1,0
3 Rings Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,91,92.61878,-1.61878,0,1,0,0,0,1
Paracombe Shiraz,2002,Syrah/Shiraz,Australia,19.99,91,92.58496,-1.58496,0,1,0,0,0,1
Saint Cosme Saint-Joseph,2003,Syrah/Shiraz,Rhone, France,37.99,92,93.26709,-1.26709,0,1,0,0,1,0
Chateau Latour (scuffed labels),2001,Bordeaux Red Blends,Pauillac, Bordeaux, France,659.97,95,96.24588,-1.24588,1,0,0,0,1,0
Shirvington Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,35.99,95,92.71760,2.28240,0,1,0,0,0,1
Saint Cosme Saint-Joseph,2002,Syrah/Shiraz,Rhone, France,37.99,92,93.25018,-1.25018,0,1,0,0,1,0
Burge Family Draycott Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,34.99,94,92.69451,1.30549,0,1,0,0,0,1
Sylvan Springs Sylvan Springs Shiraz Hard Yards,2004,Syrah/Shiraz,McLaren Vale, Australia,20.99,90,92.62495,-2.62495,0,1,0,0,0,1
Henschke Mt. Edelstone Shiraz,2002,Syrah/Shiraz,Australia,99.99,96,93.07903,2.92097,0,1,0,0,0,1
Samuel's Gorge Shiraz,2003,Syrah/Shiraz,McLaren Vale, Australia,46.99,93,92.76862,0.23138,0,1,0,0,0,1
Yalumba Hand Picked Barossa Shiraz/Viognier,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,44.99,93,92.77318,0.22682,0,1,0,0,0,1
Clarendon Hills Astralis Syrah,2004,Syrah/Shiraz,McLaren Vale, Australia,189.00,98,93.66257,4.33743,0,1,0,0,0,1
Clarendon Hills Hickinbotham Syrah,2004,Syrah/Shiraz,McLaren Vale, Australia,63.99,95,92.89052,2.10948,0,1,0,0,0,1
Clarendon Hills Liandra Syrah,2004,Syrah/Shiraz,McLaren Vale, Australia,59.99,92,92.86581,-0.86581,0,1,0,0,0,1
Jaboulet Hermitage La Chapelle,2003,Syrah/Shiraz,Hermitage, Rhone, France,199.97,95,94.26747,0.73253,0,1,0,0,1,0
Two Hands Lily's Garden Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,53.99,95,92.82877,2.17123,0,1,0,0,0,1
Two Hands Bella's Garden Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,64.99,94,92.89670,1.10330,0,1,0,0,0,1
Chateau Cos d'Estournel,2002,Bordeaux Red Blends,St. Estephe, Bordeaux, France,129.97,94,92.98955,1.01045,1,0,0,0,1,0
Chateau Ausone,2002,Bordeaux Red Blends,St. Emilion, Bordeaux, France,549.00,95,95.57744,-0.57744,1,0,0,0,1,0
Chateau Charmail,2002,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,13.49,88,92.27017,-4.27017,1,0,0,0,1,0
Chateau Latour (slightly scuffed labels),2002,Bordeaux Red Blends,Pauillac, Bordeaux, France,639.97,96,96.13927,-0.13927,1,0,0,0,1,0
Chateau Leoville Las Cases,2001,Bordeaux Red Blends,St. Julien, Bordeaux, France,189.97,93,93.34319,-0.34319,1,0,0,0,1,0
Chateau Leoville Las Cases (slightly torn label),2002,Bordeaux Red Blends,St. Julien, Bordeaux, France,149.99,95,93.11319,1.88681,1,0,0,0,1,0
Chateau Margaux,2002,Bordeaux Red Blends,Margaux, Bordeaux, France,519.97,93,95.39816,-2.39816,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,2001,Bordeaux Red Blends,Pauillac, Bordeaux, France,189.97,93,93.34319,-0.34319,1,0,0,0,1,0
Chateau Quinault l'Enclos,2001,Bordeaux Red Blends,St. Emilion, Bordeaux, France,76.99,92,92.64543,-0.64543,1,0,0,0,1,0
Chateau Angelus,2001,Bordeaux Red Blends,St. Emilion, Bordeaux, France,145.00,93,93.06546,-0.06546,1,0,0,0,1,0
Chateau Cheval Blanc,2001,Bordeaux Red Blends,St. Emilion, Bordeaux, France,499.99,93,95.25785,-2.25785,1,0,0,0,1,0
Chateau Leoville Barton,2002,Bordeaux Red Blends,St. Julien, Bordeaux, France,109.97,92,92.86603,-0.86603,1,0,0,0,1,0
Chateau Leoville Barton,2001,Bordeaux Red Blends,St. Julien, Bordeaux, France,129.97,92,92.97263,-0.97263,1,0,0,0,1,0
Chateau Leoville Poyferre,2002,Bordeaux Red Blends,St. Julien, Bordeaux, France,49.99,93,92.49559,0.50441,1,0,0,0,1,0
Chateau Leoville Poyferre,2003,Bordeaux Red Blends,St. Julien, Bordeaux, France,199.97,96,93.43877,2.56123,1,0,0,0,1,0
Chateau L'Evangile,2001,Bordeaux Red Blends,Pomerol, Bordeaux, France,179.99,91,93.28156,-2.28156,1,0,0,0,1,0
Chateau Pavie,2002,Bordeaux Red Blends,St. Emilion, Bordeaux, France,129.00,94,92.98355,1.01645,1,0,0,0,1,0
Chateau Pavie,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,489.97,99,95.22980,3.77020,1,0,0,0,1,0
Chateau Pavie Decesse,2002,Bordeaux Red Blends,St. Emilion, Bordeaux, France,109.00,93,92.86003,0.13997,1,0,0,0,1,0
Chateau de Reignac Cuvee Speciale,2003,Bordeaux Red Blends,Bordeaux, France,19.99,89,92.32722,-3.32722,1,0,0,0,1,0
Vieux Chateau Certan,2002,Bordeaux Red Blends,Pomerol, Bordeaux, France,59.99,93,92.55736,0.44264,1,0,0,0,1,0
Penley Estate Hyland Shiraz,2003,Syrah/Shiraz,Coonawarra, Limestone Coast, Australia,19.99,90,92.60187,-2.60187,0,1,0,0,0,1
Piping Shrike Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,16.29,89,92.57903,-3.57903,0,1,0,0,0,1
Chateau Angelus,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,489.97,99,95.22980,3.77020,1,0,0,0,1,0
John Duval Entity Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,41.99,95,92.75465,2.24535,0,1,0,0,0,1
Chateau Cheval Blanc,2002,Bordeaux Red Blends,St. Emilion, Bordeaux, France,279.00,90,93.90994,-3.90994,1,0,0,0,1,0
Chateau Duhart-Milon,2003,Bordeaux Red Blends,Pauillac, Bordeaux, France,89.97,94,92.75941,1.24059,1,0,0,0,1,0
Chateau Leoville Barton,2004,Bordeaux Red Blends,St. Julien, Bordeaux, France,119.97,92,92.96161,-0.96161,1,0,0,0,1,0
Chateau Margaux,2004,Bordeaux Red Blends,Margaux, Bordeaux, France,539.97,94,95.55550,-1.55550,1,0,0,0,1,0
Chateau Pichon-Longueville Baron,2004,Bordeaux Red Blends,Pauillac, Bordeaux, France,139.97,93,93.08513,-0.08513,1,0,0,0,1,0
d'Arenberg The Dead Arm Shiraz (half-bottle),2003,Syrah/Shiraz,McLaren Vale, Australia,34.99,95,92.69451,2.30549,0,1,0,0,0,1
Chateau Lynch-Bages,2001,Bordeaux Red Blends,Pauillac, Bordeaux, France,129.00,91,92.96664,-1.96664,1,0,0,0,1,0
Chateau Quinault l'Enclos,2000,Bordeaux Red Blends,St. Emilion, Bordeaux, France,89.99,91,92.70881,-1.70881,1,0,0,0,1,0
Tenuta Guado al Tasso,2001,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,129.00,95,90.69682,4.30318,1,0,0,1,0,0
Clarendon Hills Moritz Syrah,2002,Syrah/Shiraz,McLaren Vale, Australia,69.99,95,92.89375,2.10625,0,1,0,0,0,1
Chateau Monbousquet,2002,Bordeaux Red Blends,St. Emilion, Bordeaux, France,74.99,90,92.64999,-2.64999,1,0,0,0,1,0
Chateau Pavie Decesse,1999,Bordeaux Red Blends,St. Emilion, Bordeaux, France,99.99,93,92.75365,0.24635,1,0,0,0,1,0
Nepenthe The Fugue,2002,Bordeaux Red Blends,Australia,21.99,89,91.76862,-2.76862,1,0,0,0,0,1
Kangarilla Road Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,29.99,92,92.68054,-0.68054,0,1,0,0,0,1
Balgownie Shiraz,2002,Syrah/Shiraz,Australia,19.00,91,92.57884,-1.57884,0,1,0,0,0,1
Chateau Hosanna,1999,Bordeaux Red Blends,Pomerol, Bordeaux, France,139.97,90,93.00056,-3.00056,1,0,0,0,1,0
Chateau Monbousquet,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,93,92.57426,0.42574,1,0,0,0,1,0
Henry's Drive Shiraz,2004,Syrah/Shiraz,Australia,39.99,91,92.74230,-1.74230,0,1,0,0,0,1
Henry's Drive Reserve Shiraz,2004,Syrah/Shiraz,Australia,55.99,93,92.84111,0.15889,0,1,0,0,0,1
Chateau Gloria,2003,Bordeaux Red Blends,St. Julien, Bordeaux, France,49.99,90,92.51251,-2.51251,1,0,0,0,1,0
Chateau Pontet-Canet,2003,Bordeaux Red Blends,Pauillac, Bordeaux, France,149.00,95,93.12399,1.87601,1,0,0,0,1,0
Chateau Sociando-Mallet,2003,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,99.97,94,92.82118,1.17882,1,0,0,0,1,0
d'Arenberg The Laughing Magpie Shiraz Viognier,2004,Syrah/Shiraz,McLaren Vale, Australia,25.99,92,92.65584,-0.65584,0,1,0,0,0,1
Two Hands Bella's Garden Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,93,93.12366,-0.12366,0,1,0,0,0,1
Chateau Lascombes,2003,Bordeaux Red Blends,Margaux, Bordeaux, France,99.97,94,92.82118,1.17882,1,0,0,0,1,0
Penfolds Grange,2001,Syrah/Shiraz,Australia,499.00,98,95.52638,2.47362,0,1,0,0,0,1
Chateau Pichon Longueville Comtesse de Lalande,2003,Bordeaux Red Blends,Pauillac, Bordeaux, France,189.99,95,93.37714,1.62286,1,0,0,0,1,0
RockBare Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,18.29,90,92.60828,-2.60828,0,1,0,0,0,1
Auguste Clape Cornas,2003,Syrah/Shiraz,Cornas, Rhone, France,79.99,93,93.52649,-0.52649,0,1,0,0,1,0
Torbreck Woodcutters Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,93,92.63570,0.36430,0,1,0,0,0,1
Jean-Luc Colombo Cornas Les Ruchets,2003,Syrah/Shiraz,Cornas, Rhone, France,49.99,90,93.34120,-3.34120,0,1,0,0,1,0
Alain Voge Cornas Vieilles Fontaines,2003,Syrah/Shiraz,Cornas, Rhone, France,89.00,93,93.58212,-0.58212,0,1,0,0,1,0
Penfolds RWT Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,129.00,96,93.27511,2.72489,0,1,0,0,0,1
Two Hands Angels' Share Shiraz,2005,Syrah/Shiraz,McLaren Vale, Australia,21.99,92,92.64805,-0.64805,0,1,0,0,0,1
Chateau Lynch-Bages,2003,Bordeaux Red Blends,Pauillac, Bordeaux, France,175.00,94,93.28456,0.71544,1,0,0,0,1,0
Tenuta San Guido Sassicaia,2003,Bordeaux Red Blends,Bolgheri, Tuscany, Italy,219.00,92,91.28648,0.71352,1,0,0,1,0,0
Penley Estate Hyland Shiraz,2004,Syrah/Shiraz,Coonawarra, Limestone Coast, Australia,17.49,91,92.60335,-1.60335,0,1,0,0,0,1
Piping Shrike Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.49,90,92.63261,-2.63261,0,1,0,0,0,1
Chateau d'Aiguilhe Cotes de Castillon,2003,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,38.99,90,92.44456,-2.44456,1,0,0,0,1,0
Mollydooker The Boxer Shiraz,2005,Syrah/Shiraz,Australia,49.99,95,92.82097,2.17903,0,1,0,0,0,1
Antinori Tignanello,2003,Tuscan Blends,Tuscany, Italy,109.97,92,90.61311,1.38689,1,0,0,1,0,0
Clarendon Hills Moritz Syrah,2004,Syrah/Shiraz,McLaren Vale, Australia,78.99,95,92.98316,2.01684,0,1,0,0,0,1
Marquis Philips Shiraz,2005,Syrah/Shiraz,McLaren Vale, Australia,15.29,91,92.60667,-1.60667,0,1,0,0,0,1
Chateau Clarke Listrac Medoc,2003,Bordeaux Red Blends,Medoc, Bordeaux, France,25.99,91,92.36429,-1.36429,1,0,0,0,1,0
Chateau Cos d'Estournel,2003,Bordeaux Red Blends,St. Estephe, Bordeaux, France,269.97,93,93.87109,-0.87109,1,0,0,0,1,0
Bleasdale Bremerview Shiraz,2001,Syrah/Shiraz,Australia,13.39,89,92.52728,-3.52728,0,1,0,0,0,1
Margan Family Shiraz,2002,Syrah/Shiraz,Hunter Valley, Australia,17.29,89,92.56828,-3.56828,0,1,0,0,0,1
Water Wheel Shiraz,2003,Syrah/Shiraz,Australia,18.99,90,92.59570,-2.59570,0,1,0,0,0,1
Reilly's Barking Mad Shiraz,2004,Syrah/Shiraz,Clare Valley, Australia,13.00,87,92.57561,-5.57561,0,1,0,0,0,1
Terrabianca Campaccio,2003,Tuscan Blends,Tuscany, Italy,34.99,90,90.15005,-0.15005,1,0,0,1,0,0
Yalumba Barossa Shiraz and Viognier,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,15.99,90,92.59408,-2.59408,0,1,0,0,0,1
Guigal Crozes Hermitage,2003,Syrah/Shiraz,Crozes-Hermitage, Rhone, France,23.99,94,93.18063,0.81937,0,1,0,0,1,0
Jean-Luc Colombo Cornas La Louvee,2003,Syrah/Shiraz,Cornas, Rhone, France,64.99,91,93.43385,-2.43385,0,1,0,0,1,0
Maculan Brentino,2004,Bordeaux Red Blends,Italy,18.99,88,90.06815,-2.06815,1,0,0,1,0,0
Chateau Haut-Brion,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,499.97,95,95.29155,-0.29155,1,0,0,0,1,0
Chateau Mouton Rothschild,2003,Bordeaux Red Blends,Pauillac, Bordeaux, France,599.97,95,95.90915,-0.90915,1,0,0,0,1,0
Mollydooker Carnival of Love,2005,Syrah/Shiraz,McLaren Vale, Australia,169.97,98,93.56197,4.43803,0,1,0,0,0,1
Two Hands Ares Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,165.00,96,93.51436,2.48564,0,1,0,0,0,1
Chateau Lascombes,2004,Bordeaux Red Blends,Margaux, Bordeaux, France,95.97,93,92.81339,0.18661,1,0,0,0,1,0
Yalumba The Octavius Old Vine Shiraz,2002,Syrah/Shiraz,Barossa Valley, Barossa, Australia,129.99,97,93.26431,3.73569,0,1,0,0,0,1
Giaconda Warner Vineyard Shiraz,2004,Syrah/Shiraz,Australia,94.99,93,93.08198,-0.08198,0,1,0,0,0,1
Henschke Hill of Grace Shiraz,2001,Syrah/Shiraz,Barossa Valley, Barossa, Australia,499.00,93,95.52638,-2.52638,0,1,0,0,0,1
Kilikanoon Covenant Shiraz,2004,Syrah/Shiraz,Clare Valley, Australia,32.99,94,92.69907,1.30093,0,1,0,0,0,1
Henschke Mt. Edelstone Shiraz,2003,Syrah/Shiraz,Barossa Valley, Barossa, Australia,89.00,94,93.02808,0.97192,0,1,0,0,0,1
The Chook Shiraz-Viognier,2005,Syrah/Shiraz,Australia,18.29,91,92.62520,-1.62520,0,1,0,0,0,1
Cimicky Trumps Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.79,91,92.63446,-1.63446,0,1,0,0,0,1
Standish Shiraz,2002,Syrah/Shiraz,Barossa Valley, Barossa, Australia,79.99,94,92.95551,1.04449,0,1,0,0,0,1
Loan Shiraz Front Block,2002,Syrah/Shiraz,Barossa Valley, Barossa, Australia,44.99,95,92.73935,2.26065,0,1,0,0,0,1
d'Arenberg The Dead Arm Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,68.99,95,92.92140,2.07860,0,1,0,0,0,1
Mitolo G.A.M.,2004,Syrah/Shiraz,Australia,64.97,97,92.89658,4.10342,0,1,0,0,0,1
Mitolo The Jester Shiraz,2005,Syrah/Shiraz,McLaren Vale, Australia,21.99,92,92.64805,-0.64805,0,1,0,0,0,1
Chateau Canon,1982,Bordeaux Red Blends,St. Emilion, Bordeaux, France,349.00,92,94.00401,-2.00401,1,0,0,0,1,0
Chateau La Mission Haut-Brion,1982,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,669.00,100,95.98031,4.01969,1,0,0,0,1,0
d'Arenberg The Dead Arm Shiraz (half-bottle),2004,Syrah/Shiraz,McLaren Vale, Australia,37.99,95,92.72995,2.27005,0,1,0,0,0,1
Clarendon Hills Brookman Syrah,2004,Syrah/Shiraz,McLaren Vale, Australia,79.97,95,92.98921,2.01079,0,1,0,0,0,1
Chateau Hosanna,2003,Bordeaux Red Blends,Pomerol, Bordeaux, France,85.00,90,92.72873,-2.72873,1,0,0,0,1,0
Torbreck The Factor Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,97,93.10674,3.89326,0,1,0,0,0,1
Torbreck The Struie,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,52.99,96,92.82259,3.17741,0,1,0,0,0,1
Chateau Leoville Las Cases,2003,Bordeaux Red Blends,St. Julien, Bordeaux, France,289.99,96,93.99474,2.00526,1,0,0,0,1,0
Chateau Pichon-Longueville Baron,2003,Bordeaux Red Blends,Pauillac, Bordeaux, France,189.97,94,93.37701,0.62299,1,0,0,0,1,0
Chateau Leoville Barton,2003,Bordeaux Red Blends,St. Julien, Bordeaux, France,259.97,96,93.80933,2.19067,1,0,0,0,1,0
Chateau Ducru-Beaucaillou,2003,Bordeaux Red Blends,St. Julien, Bordeaux, France,229.97,94,93.62405,0.37595,1,0,0,0,1,0
Chateau Smith Haut Lafitte,2003,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,119.97,91,92.94470,-1.94470,1,0,0,0,1,0
Tenuta Sette Ponti Oreno,2004,Bordeaux Red Blends,Tuscany, Italy,99.97,90,90.56827,-0.56827,1,0,0,1,0,0
Mommessin Clos de Tart Grand Cru,2003,Pinot Noir,Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France,379.00,94,92.79205,1.20795,0,0,1,0,1,0
Domaine des Lambrays Les Loups Clos Des Lambrays,2003,Pinot Noir,Burgundy, France,179.00,92,91.55687,0.44313,0,0,1,0,1,0
Langmeil Valley Floor Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,25.99,90,92.67275,-2.67275,0,1,0,0,0,1
Two Hands Lily's Garden Shiraz,2005,Syrah/Shiraz,McLaren Vale, Australia,38.99,94,92.75304,1.24696,0,1,0,0,0,1
Chateau Kirwan,2003,Bordeaux Red Blends,Margaux, Bordeaux, France,85.00,93,92.72873,0.27127,1,0,0,0,1,0
Kilikanoon Shiraz R Reserve,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,95.00,95,93.08204,1.91796,0,1,0,0,0,1
Kilikanoon Testament Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,51.99,95,92.81641,2.18359,0,1,0,0,0,1
2 up Shiraz,2005,Syrah/Shiraz,Australia,12.29,90,92.58814,-2.58814,0,1,0,0,0,1
Marquis Philips S9 Shiraz,2005,Syrah/Shiraz,Australia,75.00,98,92.97543,5.02457,0,1,0,0,0,1
Chateau Greysac,2003,Bordeaux Red Blends,Medoc, Bordeaux, France,17.79,88,92.31364,-4.31364,1,0,0,0,1,0
Jim Barry McRae Wood Shiraz,2003,Syrah/Shiraz,Clare Valley, Australia,41.99,90,92.73775,-2.73775,0,1,0,0,0,1
Penfolds Kalimna Bin 28 Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,23.99,90,92.64349,-2.64349,0,1,0,0,0,1
Chateau Prieure-Lichine,2004,Bordeaux Red Blends,Margaux, Bordeaux, France,85.00,90,92.74564,-2.74564,1,0,0,0,1,0
Yalumba Barossa Shiraz,2004,Syrah/Shiraz,Barossa Valley, Barossa, Australia,15.99,90,92.59408,-2.59408,0,1,0,0,0,1
d'Arenberg The Laughing Magpie Shiraz Viognier,2005,Syrah/Shiraz,McLaren Vale, Australia,33.99,93,92.72216,0.27784,0,1,0,0,0,1
Guigal Hermitage Rouge,2003,Syrah/Shiraz,Hermitage, Rhone, France,71.99,94,93.47708,0.52292,0,1,0,0,1,0
Chateau Magdelaine,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.99,91,92.73161,-1.73161,1,0,0,0,1,0
Massena Epsilon Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,24.99,94,92.66658,1.33342,0,1,0,0,0,1
Bleasdale Bremerview Shiraz,2002,Syrah/Shiraz,Australia,12.97,89,92.54160,-3.54160,0,1,0,0,0,1
Two Hands Bad Impersonator Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,43.99,90,92.78392,-2.78392,0,1,0,0,0,1
Chateau La Fleur Morange Bordeaux Rouge,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,22.99,92,92.37958,-0.37958,1,0,0,0,1,0
Joseph Drouhin Vero Pinot Noir,2005,Pinot Noir,Burgundy, France,23.99,89,90.63336,-1.63336,0,0,1,0,1,0
John Duval Entity Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,41.99,93,92.77156,0.22844,0,1,0,0,0,1
Cape Barren Shiraz,2004,Syrah/Shiraz,McLaren Vale, Australia,21.39,93,92.62743,0.37257,0,1,0,0,0,1
Paringa Shiraz,2005,Syrah/Shiraz,Australia,9.79,87,92.57270,-5.57270,0,1,0,0,0,1
Kilikanoon Killerman's Run Shiraz,2004,Syrah/Shiraz,Australia,17.99,90,92.60643,-2.60643,0,1,0,0,0,1
Ross Estate Estate Shiraz,2003,Syrah/Shiraz,Australia,25.99,89,92.63893,-3.63893,0,1,0,0,0,1
Jim Barry The Lodge Hill Shiraz,2005,Syrah/Shiraz,Clare Valley, Australia,14.99,90,92.60481,-2.60481,0,1,0,0,0,1
Chateau Kirwan,2004,Bordeaux Red Blends,Margaux, Bordeaux, France,75.99,90,92.68999,-2.68999,1,0,0,0,1,0
Two Hands Gnarly Dudes Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,23.99,90,92.66040,-2.66040,0,1,0,0,0,1
