name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Sociando-Mallet,2009,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,59.99,90,92.67574,-2.67574,1,0,0,0,1,0
Chateau Canon La Gaffeliere,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,135.00,95,93.13899,1.86101,1,0,0,0,1,0
Chateau Ducru-Beaucaillou,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,399.99,98,94.77556,3.22444,1,0,0,0,1,0
Chateau Chauvin,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,43.99,91,92.57692,-1.57692,1,0,0,0,1,0
Chateau Canon,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,169.99,97,93.35509,3.64491,1,0,0,0,1,0
Chateau de Fieuzal,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,59.99,92,92.67574,-0.67574,1,0,0,0,1,0
Chateau Pape Clement,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,249.97,99,93.84904,5.15096,1,0,0,0,1,0
Chateau Haut-Bergey,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,68.97,94,92.73120,1.26880,1,0,0,0,1,0
Chateau Larrivet Haut-Brion,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,43.99,91,92.57692,-1.57692,1,0,0,0,1,0
Chateau Lascombes,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,99.99,94,92.92278,1.07722,1,0,0,0,1,0
Chateau Meyney,2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,58.99,92,92.66957,-0.66957,1,0,0,0,1,0
Chateau Quinault l'Enclos,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,43.99,90,92.57692,-2.57692,1,0,0,0,1,0
Chateau Haut-Batailley,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,48.99,92,92.60780,-0.60780,1,0,0,0,1,0
Chateau Rauzan-Gassies,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,51.99,91,92.62633,-1.62633,1,0,0,0,1,0
Chateau Leoville Barton,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,139.99,94,93.16982,0.83018,1,0,0,0,1,0
Chateau Olivier,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,35.99,90,92.52751,-2.52751,1,0,0,0,1,0
Chateau Haut-Bailly,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,279.99,97,94.03444,2.96556,1,0,0,0,1,0
Chateau Brane-Cantenac,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,89.99,95,92.86102,2.13898,1,0,0,0,1,0
Chateau Lynch-Bages,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,246.99,96,93.83064,2.16936,1,0,0,0,1,0
Chateau Pontet-Canet,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,279.99,98,94.03444,3.96556,1,0,0,0,1,0
Chateau Saint-Pierre,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,149.99,98,93.23158,4.76842,1,0,0,0,1,0
Chateau Gloria,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,59.99,93,92.67574,0.32426,1,0,0,0,1,0
Chateau Duhart-Milon,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,124.99,97,93.07718,3.92282,1,0,0,0,1,0
Chateau Grand-Puy-Lacoste,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,149.00,92,93.22546,-1.22546,1,0,0,0,1,0
Chateau Lagrange,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,69.99,90,92.73750,-2.73750,1,0,0,0,1,0
Chateau Leoville Poyferre,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,289.99,100,94.09621,5.90379,1,0,0,0,1,0
Chateau Prieure-Lichine,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,79.97,93,92.79913,0.20087,1,0,0,0,1,0
Chateau Phelan Segur,2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,49.99,90,92.61398,-2.61398,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,224.99,97,93.69476,3.30524,1,0,0,0,1,0
Chateau La Tour Carnet,2009,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,49.99,92,92.61398,-0.61398,1,0,0,0,1,0
Chateau Charmail,2009,Bordeaux Red Blends,Haut Medoc, Bordeaux, France,29.99,90,92.49046,-2.49046,1,0,0,0,1,0
Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,58.97,91,92.66944,-1.66944,1,0,0,0,1,0
Chateau Trotanoy,2008,Bordeaux Red Blends,Pomerol, Bordeaux, France,179.00,96,93.39383,2.60617,1,0,0,0,1,0
Chateau Labegorce,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,29.99,90,92.49046,-2.49046,1,0,0,0,1,0
Carruades de Lafite,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,399.99,93,94.77556,-1.77556,1,0,0,0,1,0
Chateau Clinet,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,309.97,100,94.21960,5.78040,1,0,0,0,1,0
Chateau d'Issan,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,105.00,93,92.95372,0.04628,1,0,0,0,1,0
Chateau Bellefont Belcier,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,95.99,91,92.89807,-1.89807,1,0,0,0,1,0
Chateau Fleur Cardinale,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,79.97,94,92.79913,1.20087,1,0,0,0,1,0
Chateau La Couspaude,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,93,92.67574,0.32426,1,0,0,0,1,0
Chateau L'Evangile,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.00,100,94.76944,5.23056,1,0,0,0,1,0
Chateau La Dominique,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,54.99,93,92.64487,0.35513,1,0,0,0,1,0
Chateau Marojallia,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,129.99,95,93.10806,1.89194,1,0,0,0,1,0
Chateau Nenin,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,72.99,93,92.75603,0.24397,1,0,0,0,1,0
Chateau Rauzan-Segla,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,129.00,93,93.10194,-0.10194,1,0,0,0,1,0
Chateau d'Issan,2004,Bordeaux Red Blends,Margaux, Bordeaux, France,69.99,91,92.65294,-1.65294,1,0,0,0,1,0
Chateau Beau-Sejour Becot,2003,Bordeaux Red Blends,St. Emilion, Bordeaux, France,85.00,93,92.72873,0.27127,1,0,0,0,1,0
Chateau Haut-Bailly,2000,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,159.00,91,93.13501,-2.13501,1,0,0,0,1,0
Chateau La Dominique,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,46.99,90,92.54471,-2.54471,1,0,0,0,1,0
Chateau La Fleur de Bouard Lalande de Pomerol,2004,Bordeaux Red Blends,Pomerol, Bordeaux, France,47.99,90,92.51706,-2.51706,1,0,0,0,1,0
Chateau La Confession,2006,Bordeaux Red Blends,St. Emilion, Bordeaux, France,59.99,91,92.62500,-1.62500,1,0,0,0,1,0
Chateau Maris Syrah La Touge,2006,Syrah/Shiraz,Minervois, Languedoc-Roussillon, France,19.99,90,93.20667,-3.20667,0,1,0,0,1,0
Fontodi Syrah Case Via,2007,Syrah/Shiraz,Tuscany, Italy,42.99,92,91.09581,0.90419,0,1,0,1,0,0
Longwood Reserve Shiraz,2005,Syrah/Shiraz,McLaren Vale, Australia,18.99,92,92.62952,-0.62952,0,1,0,0,0,1
Luce Della Vite Lucente,2008,Tuscan Blends,Tuscany, Italy,23.99,90,90.16667,-0.16667,1,0,0,1,0,0
Domaine Jacques-Frederic Mugnier Nuits St Georges Clos de la Marechale Premier Cru,2005,Pinot Noir,Burgundy, France,79.99,91,90.97922,0.02078,0,0,1,0,1,0
Henry's Drive Dead Letter Office Shiraz,2007,Syrah/Shiraz,Australia,19.99,90,92.66953,-2.66953,0,1,0,0,0,1
Plantagenet Omrah Pinot Noir,2008,Pinot Noir,Australia,18.29,89,90.09483,-1.09483,0,0,1,0,0,1
Plantagenet Omrah Pinot Noir,2009,Pinot Noir,Australia,15.97,89,90.09742,-1.09742,0,0,1,0,0,1
Chateau Margaux,1981,Bordeaux Red Blends,Margaux, Bordeaux, France,469.00,91,94.72821,-3.72821,1,0,0,0,1,0
Tahbilk Eric Stevens Purbrick Shiraz,2005,Syrah/Shiraz,Australia,49.99,92,92.82097,-0.82097,0,1,0,0,0,1
Tahbilk 1860 Vines Shiraz,2005,Syrah/Shiraz,Australia,59.97,95,92.88261,2.11739,0,1,0,0,0,1
Courbis Cornas Champelrose,2009,Syrah/Shiraz,Cornas, Rhone, France,42.99,95,93.39944,1.60056,0,1,0,0,1,0
Courbis Cornas les Eygats,2009,Syrah/Shiraz,Cornas, Rhone, France,55.99,94,93.47974,0.52026,0,1,0,0,1,0
Courbis Cornas La Sabarotte,2009,Syrah/Shiraz,Cornas, Rhone, France,64.99,95,93.53532,1.46468,0,1,0,0,1,0
Comte Armand Pommard Clos des Epeneaux Monopole,2005,Pinot Noir,Pommard, Cote de Beaune, Cote d'Or, Burgundy, France,215.00,96,91.81302,4.18698,0,0,1,0,1,0
Two Hands Angels' Share Shiraz,2010,Syrah/Shiraz,McLaren Vale, Australia,31.99,91,92.79437,-1.79437,0,1,0,0,0,1
Orma Toscana,2007,Bordeaux Red Blends,Tuscany, Italy,79.97,94,90.49549,3.50451,1,0,0,1,0,0
Tenuta di Trinoro Le Cupole,2007,Bordeaux Red Blends,Tuscany, Italy,29.99,92,90.18681,1.81319,1,0,0,1,0,0
Tenuta degli Dei Cavalli,2007,Bordeaux Red Blends,Tuscany, Italy,47.99,91,90.29799,0.70201,1,0,0,1,0,0
Domaine de la Vougeraie Clos de Vougeot Grand Cru,2009,Pinot Noir,Burgundy, France,125.00,93,91.32484,1.67516,0,0,1,0,1,0
Louis Jadot Chapelle-Chambertin Grand Cru,2006,Pinot Noir,Burgundy, France,149.00,92,91.42232,0.57768,0,0,1,0,1,0
Two Hands Gnarly Dudes Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,32.99,91,92.80054,-1.80054,0,1,0,0,0,1
Antinori Tignanello,2008,Tuscan Blends,Tuscany, Italy,85.00,94,90.54347,3.45653,1,0,0,1,0,0
Joseph Drouhin Chorey Les Beaune,2009,Pinot Noir,Burgundy, France,25.99,89,90.71336,-1.71336,0,0,1,0,1,0
Penfolds Kalimna Bin 28 Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,22.99,90,92.70496,-2.70496,0,1,0,0,0,1
Henschke Hill of Grace Shiraz,2005,Syrah/Shiraz,Eden Valley, Barossa, Australia,559.00,98,95.96458,2.03542,0,1,0,0,0,1
Mollydooker Velvet Glove Shiraz,2010,Syrah/Shiraz,Australia,165.00,97,93.61583,3.38417,0,1,0,0,0,1
Jean-Louis Chave Hermitage,2007,Syrah/Shiraz,Hermitage, Rhone, France,199.00,95,94.32913,0.67087,0,1,0,0,1,0
Mollydooker Carnival of Love,2010,Syrah/Shiraz,McLaren Vale, Australia,89.97,95,93.15245,1.84755,0,1,0,0,0,1
Henschke Hill of Grace Shiraz,1999,Syrah/Shiraz,Australia,559.00,98,95.86311,2.13689,0,1,0,0,0,1
Antinori Solaia,2008,Tuscan Blends,Tuscany, Italy,249.00,93,91.55632,1.44368,1,0,0,1,0,0
La Massa Toscana,2009,Tuscan Blends,Tuscany, Italy,23.99,90,90.18359,-0.18359,1,0,0,1,0,0
Langmeil The Freedom 1843 Shiraz,2005,Syrah/Shiraz,Barossa Valley, Barossa, Australia,149.99,94,93.43857,0.56143,0,1,0,0,0,1
Redbank Fighting Flat Shiraz,2006,Syrah/Shiraz,Australia,14.97,88,92.62160,-4.62160,0,1,0,0,0,1
Guigal Cote Rotie Brune et Blonde,2007,Syrah/Shiraz,Cote Rotie, Rhone, France,71.99,93,93.54472,-0.54472,0,1,0,0,1,0
Delas Hermitage Les Bessards,2007,Syrah/Shiraz,Hermitage, Rhone, France,129.00,93,93.89682,-0.89682,0,1,0,0,1,0
Chateau Pontet-Canet,2000,Bordeaux Red Blends,Pauillac, Bordeaux, France,149.99,92,93.07936,-1.07936,1,0,0,0,1,0
Chateau Calon-Segur,2000,Bordeaux Red Blends,St. Estephe, Bordeaux, France,129.97,94,92.95572,1.04428,1,0,0,0,1,0
Chateau Rauzan-Segla (scuffed labels),2000,Bordeaux Red Blends,Margaux, Bordeaux, France,129.99,90,92.95584,-2.95584,1,0,0,0,1,0
Giant Steps Sexton Vineyard Pinot Noir,2010,Pinot Noir,Yarra Valley, Australia,35.99,91,90.23798,0.76202,0,0,1,0,0,1
Alain Graillot Crozes Hermitage La Guiraude,2009,Syrah/Shiraz,Rhone, France,55.00,93,93.47362,-0.47362,0,1,0,0,1,0
Chateau Tronquoy Lalande,2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,42.99,91,92.57076,-1.57076,1,0,0,0,1,0
Chateau Tour St. Bonnet,2009,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,19.29,90,92.42438,-2.42438,1,0,0,0,1,0
Elderton Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,24.99,90,92.71732,-2.71732,0,1,0,0,0,1
Rocca di Frassinello Le Sughere di Frassinello,2009,Tuscan Blends,Tuscany, Italy,19.79,93,90.15765,2.84235,1,0,0,1,0,0
Eric et Joel Durand Cornas Empreintes,2009,Syrah/Shiraz,Cornas, Rhone, France,55.99,96,93.47974,2.52026,0,1,0,0,1,0
Chateau Le Bon Pasteur Pomerol,2005,Bordeaux Red Blends,Pomerol, Bordeaux, France,76.99,94,92.71308,1.28692,1,0,0,0,1,0
Chateau Clos des Jacobins,2005,Bordeaux Red Blends,St. Emilion, Bordeaux, France,49.99,91,92.54633,-1.54633,1,0,0,0,1,0
Innocent Bystander Shiraz,2010,Syrah/Shiraz,Australia,21.99,87,92.73260,-5.73260,0,1,0,0,0,1
Jean-Louis Chave Hermitage,2008,Syrah/Shiraz,Hermitage, Rhone, France,209.00,90,94.40781,-4.40781,0,1,0,0,1,0
Maculan Brentino,2009,Bordeaux Red Blends,Veneto, Italy,19.99,90,90.15889,-0.15889,1,0,0,1,0,0
Chateau Cambon La Pelouse Haut-Medoc Cru Bourgeois Superieur,2009,Bordeaux Red Blends,Medoc, Bordeaux, France,23.99,90,92.45341,-2.45341,1,0,0,0,1,0
Two Hands Bella's Garden Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,74.99,95,93.05994,1.94006,0,1,0,0,0,1
Torbreck The Struie,2007,Syrah/Shiraz,Barossa Valley, Barossa, Australia,49.99,92,92.85480,-0.85480,0,1,0,0,0,1
Torbreck Woodcutters Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,21.99,91,92.73260,-1.73260,0,1,0,0,0,1
Mollydooker Blue Eyed Boy Shiraz,2010,Syrah/Shiraz,Australia,39.99,93,92.84378,0.15622,0,1,0,0,0,1
Glaetzer Amon Ra Shiraz,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,99.00,97,93.20822,3.79178,0,1,0,0,0,1
Delas Hermitage Domaine des Tourette,2009,Syrah/Shiraz,Hermitage, Rhone, France,89.99,98,93.68971,4.31029,0,1,0,0,1,0
Delas Saint-Joseph Sainte-Epine,2009,Syrah/Shiraz,Rhone, France,38.97,95,93.37462,1.62538,0,1,0,0,1,0
Delas Saint-Joseph Francois de Tournon,2009,Syrah/Shiraz,Rhone, France,19.99,93,93.25740,-0.25740,0,1,0,0,1,0
The Winner's Tank Shiraz,2009,Syrah/Shiraz,Australia,9.97,88,92.64146,-4.64146,0,1,0,0,0,1
Jermann Red Angel in the Moonlight Pinot Noir,2007,Pinot Noir,Friuli-Venezia Giulia, Italy,38.99,89,88.49001,0.50999,0,0,1,1,0,0
Kilikanoon Covenant Shiraz,2007,Syrah/Shiraz,Clare Valley, Australia,39.99,92,92.79305,-0.79305,0,1,0,0,0,1
M. Chapoutier Crozes-Hermitage La Petite Ruche Rouge,2009,Syrah/Shiraz,Rhone, France,26.99,90,93.30063,-3.30063,0,1,0,0,1,0
Occam's Razor Heathcote Shiraz,2008,Syrah/Shiraz,Australia,46.99,91,92.85318,-1.85318,0,1,0,0,0,1
Henry's Drive Reserve Shiraz,2007,Syrah/Shiraz,Australia,42.99,92,92.81157,-0.81157,0,1,0,0,0,1
Coldstream Hills Pinot Noir,2008,Pinot Noir,Yarra Valley, Australia,24.99,90,90.13622,-0.13622,0,0,1,0,0,1
Pirie Tasmania South Pinot Noir,2009,Pinot Noir,Australia,18.99,90,90.11607,-0.11607,0,0,1,0,0,1
Tahbilk Shiraz,2007,Syrah/Shiraz,Australia,18.99,92,92.66335,-0.66335,0,1,0,0,0,1
Tahbilk Shiraz,2008,Syrah/Shiraz,Australia,13.99,91,92.64938,-1.64938,0,1,0,0,0,1
Tahbilk Shiraz,2006,Syrah/Shiraz,Australia,18.29,92,92.64211,-0.64211,0,1,0,0,0,1
Chateau Branaire-Ducru,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,109.99,94,92.98454,1.01546,1,0,0,0,1,0
Chateau Cap de Faugeres,2009,Bordeaux Red Blends,Cotes de Castillon, Bordeaux, France,19.99,91,92.42870,-1.42870,1,0,0,0,1,0
Clos Fourtet,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,349.97,100,94.46664,5.53336,1,0,0,0,1,0
Chateau d'Armailhac,2009,Bordeaux Red Blends,Pauillac, Bordeaux, France,65.99,91,92.71280,-1.71280,1,0,0,0,1,0
Chateau Giscours,2009,Bordeaux Red Blends,Margaux, Bordeaux, France,89.97,94,92.86090,1.13910,1,0,0,0,1,0
Chateau Talbot,2009,Bordeaux Red Blends,St. Julien, Bordeaux, France,73.99,91,92.76221,-1.76221,1,0,0,0,1,0
Chateau Lilian Ladouys,2009,Bordeaux Red Blends,St. Estephe, Bordeaux, France,27.99,90,92.47811,-2.47811,1,0,0,0,1,0
Tardieu-Laurent Crozes-Hermitage Vieilles Vignes,2009,Syrah/Shiraz,Hermitage, Rhone, France,32.99,93,93.33769,-0.33769,0,1,0,0,1,0
M. Chapoutier Hermitage Monier de la Sizeranne,2007,Syrah/Shiraz,Hermitage, Rhone, France,125.00,93,93.87212,-0.87212,0,1,0,0,1,0
Guigal Saint-Joseph Rouge,2007,Syrah/Shiraz,Rhone, France,28.99,91,93.27916,-2.27916,0,1,0,0,1,0
Antinori Villa Toscana,2008,Tuscan Blends,Tuscany, Italy,19.97,90,90.14185,-0.14185,1,0,0,1,0,0
Shirvington Shiraz,2008,Syrah/Shiraz,McLaren Vale, Australia,62.99,92,92.95200,-0.95200,0,1,0,0,0,1
Orma Toscana,2008,Bordeaux Red Blends,Tuscany, Italy,59.49,93,90.38593,2.61407,1,0,0,1,0,0
Ferraton Pere & Fils La Matiniere Crozes Hermitage Rouge,2009,Syrah/Shiraz,Hermitage, Rhone, France,17.99,90,93.24506,-3.24506,0,1,0,0,1,0
Domaine de la Romanee Conti Vosne Romanee,1999,Pinot Noir,Burgundy, France,599.00,92,94.08311,-2.08311,0,0,1,0,1,0
The Lucky Country Shiraz,2010,Syrah/Shiraz,McLaren Vale, Australia,19.99,89,92.72026,-3.72026,0,1,0,0,0,1
Henry's Drive Shiraz,2007,Syrah/Shiraz,Australia,24.99,91,92.70040,-1.70040,0,1,0,0,0,1
Chateau Pipeau,2008,Bordeaux Red Blends,St. Emilion, Bordeaux, France,29.99,90,92.47355,-2.47355,1,0,0,0,1,0
Oliverhill Red Silk Shiraz,2010,Syrah/Shiraz,McLaren Vale, Australia,19.99,91,92.72026,-1.72026,0,1,0,0,0,1
Jerome Chezeaux Clos Vougeot Grand Cru,2009,Pinot Noir,Burgundy, France,115.00,95,91.26308,3.73692,0,0,1,0,1,0
Jerome Chezeaux Clos Vougeot Grand Cru,2008,Pinot Noir,Burgundy, France,99.00,95,91.14735,3.85265,0,0,1,0,1,0
Jerome Chezeaux Vosne-Romanee Premier Crus Les Suchots,2008,Pinot Noir,Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France,99.97,95,91.15334,3.84666,0,0,1,0,1,0
Jerome Chezeaux Vosne-Romanee Premier Crus Les Suchots,2009,Pinot Noir,Burgundy, France,99.00,94,91.16426,2.83574,0,0,1,0,1,0
Delas Crozes-Hermitage Le Clos,2009,Syrah/Shiraz,Rhone, France,54.99,93,93.47356,-0.47356,0,1,0,0,1,0
Elderton Shiraz,2009,Syrah/Shiraz,Barossa Valley, Barossa, Australia,24.99,90,92.73422,-2.73422,0,1,0,0,0,1
Chateau Croix Mouton Bordeaux Superior,2010,Bordeaux Red Blends,Bordeaux, France,25.99,90,92.48267,-2.48267,1,0,0,0,1,0
Tahbilk 1860 Vines Shiraz,2006,Syrah/Shiraz,Australia,149.99,96,93.45547,2.54453,0,1,0,0,0,1
Ross Estate Lights Out Shiraz,2008,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.97,87,92.65543,-5.65543,0,1,0,0,0,1
Falesco Marciliano,2007,Bordeaux Red Blends,Italy,45.99,90,90.28563,-0.28563,1,0,0,1,0,0
Chateau Beychevelle,1986,Bordeaux Red Blends,St. Julien, Bordeaux, France,119.97,92,92.65719,-0.65719,1,0,0,0,1,0
Chateau La Fleur de Bouard Le Plus,2000,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.97,99,94.62322,4.37678,1,0,0,0,1,0
Chateau Branon,2009,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,149.97,98,93.23145,4.76855,1,0,0,0,1,0
Two Hands Ares Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,219.00,97,93.88168,3.11832,0,1,0,0,0,1
Chateau La Fleur de Bouard Lalande de Pomerol,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,39.99,93,92.55222,0.44778,1,0,0,0,1,0
La Tour du Pin,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,44.99,90,92.58310,-2.58310,1,0,0,0,1,0
Vieux Chateau Certan,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,399.00,99,94.76944,4.23056,1,0,0,0,1,0
Tait The Ball Buster,2010,Syrah/Shiraz,Barossa Valley, Barossa, Australia,14.99,90,92.68938,-2.68938,0,1,0,0,0,1
Jip Jip Rocks Shiraz,2010,Syrah/Shiraz,Australia,14.99,89,92.68938,-3.68938,0,1,0,0,0,1
Ross Estate Lights Out Shiraz,2006,Syrah/Shiraz,Barossa Valley, Barossa, Australia,19.99,88,92.65260,-4.65260,0,1,0,0,0,1
Wishing Tree Shiraz,2008,Syrah/Shiraz,Australia,13.99,89,92.64938,-3.64938,0,1,0,0,0,1
Clos L'Eglise Pomerol,2009,Bordeaux Red Blends,Pomerol, Bordeaux, France,269.00,98,93.96657,4.03343,1,0,0,0,1,0
Domaine des Comtes Lafon Volnay Santenots-du-Milieu,2006,Pinot Noir,Volnay, Cote de Beaune, Cote d'Or, Burgundy, France,149.99,91,91.42844,-0.42844,0,0,1,0,1,0
Domaine des Comtes Lafon Volnay Santenots-du-Milieu,2007,Pinot Noir,Volnay, Cote de Beaune, Cote d'Or, Burgundy, France,134.99,91,91.35271,-0.35271,0,0,1,0,1,0
John Duval Entity Shiraz,2009,Syrah/Shiraz,Barossa Valley, Barossa, Australia,46.99,94,92.87010,1.12990,0,1,0,0,0,1
Chateau Ferrand Lartigue,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,29.99,90,92.49046,-2.49046,1,0,0,0,1,0
Penfolds Thomas Hyland Shiraz,2010,Syrah/Shiraz,Australia,14.99,90,92.68938,-2.68938,0,1,0,0,0,1
Small Gully The Formula Robert’s Shiraz,2006,Syrah/Shiraz,Australia,17.99,90,92.64026,-2.64026,0,1,0,0,0,1
Tenuta San Leonardo Terre di San Leonardo,2008,Bordeaux Red Blends,Trentino-Alto Adige, Italy,19.99,90,90.14197,-0.14197,1,0,0,1,0,0
Domaine Fourrier Gevrey-Chambertin Aux Echezeaux,2009,Pinot Noir,Burgundy, France,69.99,91,90.98511,0.01489,0,0,1,0,1,0
Domaine Fourrier Vougeot Les Petits Vougeot,2009,Pinot Noir,Burgundy, France,119.00,93,91.28778,1.71222,0,0,1,0,1,0
Les Forts de Latour,2001,Bordeaux Red Blends,Pauillac, Bordeaux, France,259.00,90,93.76952,-3.76952,1,0,0,0,1,0
Chateau Fontenil,2009,Bordeaux Red Blends,Fronsac, Bordeaux, France,34.99,92,92.52135,-0.52135,1,0,0,0,1,0
Chateau de Chantegrive,2009,Bordeaux Red Blends,Graves, Bordeaux, France,21.99,90,92.44106,-2.44106,1,0,0,0,1,0
Chateau La Vieille Cure,2009,Bordeaux Red Blends,Fronsac, Bordeaux, France,29.99,93,92.49046,0.50954,1,0,0,0,1,0
Chateau Barde Haut,2009,Bordeaux Red Blends,St. Emilion, Bordeaux, France,69.97,94,92.73738,1.26262,1,0,0,0,1,0
Chateau de Reignac Bordeaux Superieur,2006,Bordeaux Red Blends,Bordeaux, France,29.97,91,92.43961,-1.43961,1,0,0,0,1,0
Meo-Camuzet Clos de Vougeot,2008,Pinot Noir,Burgundy, France,179.99,92,91.64754,0.35246,0,0,1,0,1,0
Delas Cornas Chante-Perdrix,2009,Syrah/Shiraz,Cornas, Rhone, France,64.99,93,93.53532,-0.53532,0,1,0,0,1,0
Delas Cote Rotie Seigneur de Maugiron,2009,Syrah/Shiraz,Cote Rotie, Rhone, France,86.99,93,93.67119,-0.67119,0,1,0,0,1,0
Delas Crozes-Hermitage Domaine des Grands Chemins,2009,Syrah/Shiraz,Rhone, France,33.99,92,93.34386,-1.34386,0,1,0,0,1,0
Chateau Monbousquet (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,44.99,93,92.61693,0.38307,1,0,0,0,1,0
Gotham McLaren Vale Shiraz,2009,Syrah/Shiraz,McLaren Vale, Australia,17.99,90,92.69099,-2.69099,0,1,0,0,0,1
Chateau Beychevelle (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,75.99,91,92.80838,-1.80838,1,0,0,0,1,0
Chateau Faugeres (Futures Pre-sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,32.99,93,92.54282,0.45718,1,0,0,0,1,0
Chateau Palmer Alter Ego de Palmer (Futures Pre-sale),2011,Bordeaux Red Blends,Margaux, Bordeaux, France,64.99,90,92.74045,-2.74045,1,0,0,0,1,0
Chateau Rollan de By (Futures Pre-sale),2011,Bordeaux Red Blends,Medoc, Bordeaux, France,19.99,90,92.46252,-2.46252,1,0,0,0,1,0
Chateau Leoville Poyferre (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Julien, Bordeaux, France,82.99,94,92.85161,1.14839,1,0,0,0,1,0
Chateau Fonplegade (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Emilion, Bordeaux, France,36.99,94,92.56752,1.43248,1,0,0,0,1,0
Domaine de Chevalier (Futures Pre-Sale),2011,Bordeaux Red Blends,Pessac-Leognan, Bordeaux, France,49.99,94,92.64781,1.35219,1,0,0,0,1,0
Chateau Cos d'Estournel (Futures Pre-Sale),2011,Bordeaux Red Blends,St. Estephe, Bordeaux, France,174.00,94,93.41368,0.58632,1,0,0,0,1,0
